OTHER,54135
dest_acc_code,3930
dest_acc_name,7613
dest_bank_name,3003
source_acc_code,584
source_acc_name,1926
transaction_code,2738
transaction_content,5186
transaction_cost,925
transaction_form,1697
transaction_money,3966
transaction_time,3906
